admission_id	time_key	location_key	university_key	batch_key	type_key	candidate_key	avg_score	min_score	control_score
6218	2016	LOC001	UNI0973	BAT008	TYP019	CAN003	487.0	484.0	460.0
6219	2016	LOC001	UNI0973	BAT008	TYP019	CAN004	456.0	444.0	424.0
6220	2016	LOC002	UNI0973	BAT008	TYP019	CAN003	442.0	356.0	400.0
6221	2016	LOC002	UNI1599	BAT008	TYP019	CAN004	428.0	412.0	333.0
6222	2016	LOC002	UNI1599	BAT008	TYP019	CAN003	510.0	495.0	400.0
6223	2016	LOC001	UNI1599	BAT008	TYP019	CAN004	435.0	430.0	424.0
6224	2016	LOC001	UNI1599	BAT008	TYP019	CAN003	472.0	469.0	460.0
6225	2016	LOC001	UNI0882	BAT008	TYP019	CAN004	418.0	416.0	424.0
6226	2016	LOC002	UNI0882	BAT008	TYP019	CAN003	484.0	445.0	400.0
6227	2016	LOC002	UNI0882	BAT008	TYP019	CAN004	398.0	339.0	333.0
6228	2016	LOC001	UNI0882	BAT008	TYP019	CAN003	464.0	460.0	460.0
6229	2016	LOC003	UNI1475	BAT008	TYP019	CAN003	404.0		415.0
6230	2016	LOC003	UNI1475	BAT008	TYP019	CAN004	398.0		380.0
6231	2016	LOC002	UNI1475	BAT008	TYP019	CAN003	467.0		400.0
6232	2016	LOC002	UNI1475	BAT008	TYP019	CAN004	368.0		333.0
6233	2016	LOC001	UNI1475	BAT008	TYP019	CAN003	471.0		460.0
6234	2016	LOC001	UNI1475	BAT008	TYP019	CAN004	422.0		424.0
6235	2016	LOC003	UNI2017	BAT008	TYP019	CAN004		382.0	380.0
6236	2016	LOC003	UNI2017	BAT008	TYP019	CAN003		443.0	415.0
6237	2016	LOC002	UNI2017	BAT008	TYP019	CAN004		409.0	333.0
6238	2016	LOC001	UNI2017	BAT008	TYP019	CAN003		481.0	460.0
6239	2016	LOC002	UNI2017	BAT008	TYP019	CAN003		517.0	400.0
6240	2016	LOC001	UNI2017	BAT008	TYP019	CAN004		436.0	424.0
6241	2016	LOC002	UNI0135	BAT008	TYP019	CAN003	509.0		400.0
6242	2016	LOC002	UNI0135	BAT008	TYP019	CAN004	433.0		333.0
6243	2016	LOC001	UNI0135	BAT008	TYP019	CAN003	476.0		460.0
6244	2016	LOC001	UNI0135	BAT008	TYP019	CAN004	438.0		424.0
6245	2016	LOC003	UNI1251	BAT008	TYP019	CAN004	451.0	441.0	380.0
6246	2016	LOC002	UNI1251	BAT008	TYP019	CAN004	402.0	397.0	333.0
6247	2016	LOC002	UNI1251	BAT008	TYP019	CAN003	452.0	446.0	400.0
6248	2016	LOC001	UNI1251	BAT008	TYP019	CAN004	478.0	471.0	424.0
6249	2016	LOC001	UNI1251	BAT008	TYP019	CAN003	486.0	484.0	460.0
6250	2016	LOC003	UNI1251	BAT008	TYP019	CAN003	419.0		415.0
6251	2016	LOC002	UNI1266	BAT008	TYP019	CAN004	381.0	362.0	333.0
6252	2016	LOC001	UNI1266	BAT008	TYP019	CAN003	463.0	457.0	460.0
6253	2016	LOC002	UNI1266	BAT008	TYP019	CAN003	478.0	466.0	400.0
6254	2016	LOC001	UNI1266	BAT008	TYP019	CAN004	419.0	414.0	424.0
6255	2016	LOC002	UNI1628	BAT008	TYP019	CAN003	443.0		400.0
6256	2016	LOC002	UNI1628	BAT008	TYP019	CAN004	381.0		333.0
6257	2016	LOC003	UNI0701	BAT008	TYP019	CAN004	469.0	438.0	380.0
6258	2016	LOC002	UNI0701	BAT008	TYP019	CAN004	496.0	478.0	333.0
6259	2016	LOC002	UNI0701	BAT008	TYP019	CAN003	550.0	534.0	400.0
6260	2016	LOC001	UNI0701	BAT008	TYP019	CAN004	515.0	454.0	424.0
6261	2016	LOC003	UNI0701	BAT008	TYP019	CAN003	469.0	455.0	415.0
6262	2016	LOC001	UNI0701	BAT008	TYP019	CAN003	531.0	527.0	460.0
6263	2016	LOC003	UNI2064	BAT001	TYP019	CAN004	333.0	321.0	
6264	2016	LOC002	UNI2064	BAT001	TYP019	CAN003	364.0	359.0	
6265	2016	LOC001	UNI2064	BAT008	TYP019	CAN003	423.0	415.0	460.0
6266	2016	LOC003	UNI2064	BAT008	TYP019	CAN003	415.0	412.0	415.0
6267	2016	LOC002	UNI2064	BAT008	TYP019	CAN003	490.0	467.0	400.0
6268	2016	LOC002	UNI2064	BAT008	TYP019	CAN004	395.0	366.0	333.0
6269	2016	LOC003	UNI2064	BAT008	TYP019	CAN004	377.0	376.0	380.0
6270	2016	LOC001	UNI2064	BAT008	TYP019	CAN004	399.0	389.0	424.0
6271	2016	LOC003	UNI2064	BAT001	TYP019	CAN003	363.0	347.0	
6272	2016	LOC001	UNI2064	BAT001	TYP019	CAN004	290.0	255.0	
6273	2016	LOC001	UNI2064	BAT001	TYP019	CAN003	344.0	221.0	
6274	2016	LOC002	UNI2064	BAT001	TYP019	CAN004	291.0	227.0	
6275	2016	LOC003	UNI0675	BAT001	TYP019	CAN003	303.0	268.0	
6276	2016	LOC003	UNI0675	BAT001	TYP019	CAN004	301.0	254.0	
6277	2016	LOC002	UNI1989	BAT008	TYP019	CAN003	426.0		400.0
6278	2016	LOC002	UNI0990	BAT008	TYP019	CAN004	394.0	365.0	333.0
6279	2016	LOC002	UNI0990	BAT008	TYP019	CAN003	439.0	419.0	400.0
6280	2016	LOC001	UNI1984	BAT005	TYP019	CAN004	540.0	537.0	512.0
6281	2016	LOC003	UNI1984	BAT005	TYP019	CAN004	460.0	418.0	416.0
6282	2016	LOC001	UNI1984	BAT005	TYP019	CAN003	550.0	543.0	532.0
6283	2016	LOC002	UNI1984	BAT005	TYP019	CAN003	561.0	554.0	545.0
6284	2016	LOC002	UNI1984	BAT005	TYP019	CAN004	531.0	513.0	502.0
6285	2016	LOC003	UNI1984	BAT005	TYP019	CAN003	496.0	470.0	457.0
6286	2016	LOC003	UNI1489	BAT008	TYP019	CAN004	409.0	391.0	380.0
6287	2016	LOC002	UNI1489	BAT008	TYP019	CAN003	473.0	375.0	400.0
6288	2016	LOC001	UNI1489	BAT008	TYP019	CAN004	475.0	468.0	424.0
6289	2016	LOC002	UNI1489	BAT008	TYP019	CAN004	457.0		333.0
6290	2016	LOC003	UNI1486	BAT008	TYP019	CAN004	390.0	387.0	380.0
6291	2016	LOC002	UNI1486	BAT008	TYP019	CAN004	413.0	396.0	333.0
6292	2016	LOC001	UNI1486	BAT008	TYP019	CAN004		428.0	424.0
6293	2016	LOC002	UNI1486	BAT008	TYP019	CAN003	488.0	481.0	400.0
6294	2016	LOC003	UNI1486	BAT008	TYP019	CAN003	424.0	416.0	415.0
6295	2016	LOC001	UNI1486	BAT008	TYP019	CAN003		459.0	460.0
6296	2016	LOC003	UNI0664	BAT008	TYP019	CAN004	405.0	380.0	380.0
6297	2016	LOC002	UNI0664	BAT008	TYP019	CAN004	435.0	395.0	333.0
6298	2016	LOC002	UNI0664	BAT008	TYP019	CAN003	490.0	476.0	400.0
6299	2016	LOC001	UNI0664	BAT008	TYP019	CAN004	454.0	448.0	424.0
6300	2016	LOC003	UNI0664	BAT008	TYP019	CAN003	432.0	416.0	415.0
6301	2016	LOC001	UNI0664	BAT008	TYP019	CAN003	489.0	485.0	460.0
6302	2016	LOC001	UNI0681	BAT008	TYP019	CAN003	477.0	473.0	460.0
6303	2016	LOC003	UNI0681	BAT008	TYP019	CAN003	444.0	440.0	415.0
6304	2016	LOC002	UNI0681	BAT008	TYP019	CAN003	503.0	493.0	400.0
6305	2016	LOC001	UNI0681	BAT008	TYP019	CAN004	448.0	439.0	424.0
6306	2016	LOC002	UNI0681	BAT008	TYP019	CAN004	447.0	395.0	333.0
6307	2016	LOC003	UNI0681	BAT008	TYP019	CAN004	422.0	393.0	380.0
6308	2016	LOC002	UNI0952	BAT001	TYP019	CAN004	304.0	223.0	
6309	2016	LOC002	UNI0952	BAT001	TYP019	CAN003	323.0	293.0	
6310	2016	LOC003	UNI0597	BAT001	TYP019	CAN003	300.0	264.0	
6311	2016	LOC003	UNI0597	BAT001	TYP019	CAN004	316.0	296.0	
6312	2016	LOC002	UNI0697	BAT001	TYP019	CAN003		343.0	
6313	2016	LOC002	UNI0697	BAT001	TYP019	CAN004		245.0	
6314	2016	LOC002	UNI1488	BAT008	TYP019	CAN003	421.0		400.0
6315	2016	LOC002	UNI1488	BAT008	TYP019	CAN004	358.0		333.0
6316	2016	LOC003	UNI0695	BAT001	TYP019	CAN004		217.0	
6317	2016	LOC003	UNI0695	BAT001	TYP019	CAN003		241.0	
6318	2016	LOC002	UNI0686	BAT001	TYP019	CAN004		262.0	
6319	2016	LOC003	UNI1487	BAT007	TYP019	CAN003	396.0		379.0
6320	2016	LOC003	UNI1487	BAT007	TYP019	CAN004	345.0		353.0
6321	2016	LOC002	UNI0669	BAT001	TYP019	CAN003		279.0	
6322	2016	LOC002	UNI0693	BAT001	TYP019	CAN004	289.0	240.0	
6323	2016	LOC002	UNI0693	BAT001	TYP019	CAN003	347.0	321.0	
6324	2016	LOC003	UNI0693	BAT001	TYP019	CAN004	299.0	269.0	
6325	2016	LOC003	UNI0693	BAT001	TYP019	CAN003	291.0	274.0	
6326	2016	LOC003	UNI0698	BAT007	TYP019	CAN003	396.0		379.0
6327	2016	LOC003	UNI0698	BAT008	TYP019	CAN004	382.0		380.0
6328	2016	LOC002	UNI0698	BAT008	TYP019	CAN003	428.0		400.0
6329	2016	LOC003	UNI0665	BAT001	TYP019	CAN003	384.0	361.0	
6330	2016	LOC003	UNI0665	BAT001	TYP019	CAN004	250.0	196.0	
6331	2016	LOC002	UNI0677	BAT001	TYP019	CAN003	293.0	224.0	
6332	2016	LOC002	UNI0677	BAT001	TYP019	CAN004	247.0	246.0	
6333	2016	LOC003	UNI1995	BAT001	TYP019	CAN003		247.0	
6334	2016	LOC001	UNI1995	BAT001	TYP019	CAN004		245.0	
6335	2016	LOC003	UNI1995	BAT001	TYP019	CAN004		215.0	
6336	2016	LOC002	UNI1995	BAT001	TYP019	CAN003		266.0	
6337	2016	LOC002	UNI1995	BAT001	TYP019	CAN004		240.0	
6338	2016	LOC002	UNI0667	BAT001	TYP019	CAN004	419.0	234.0	
6339	2016	LOC002	UNI0667	BAT001	TYP019	CAN003	235.0	426.0	
6340	2016	LOC003	UNI1988	BAT001	TYP019	CAN004	321.0	311.0	
6341	2016	LOC001	UNI1988	BAT014	TYP019	CAN003	200.0	200.0	
6342	2016	LOC001	UNI1988	BAT001	TYP019	CAN003	472.0	472.0	
6343	2016	LOC001	UNI1988	BAT001	TYP019	CAN004	235.0	235.0	
6344	2016	LOC001	UNI1988	BAT014	TYP019	CAN004	256.0	256.0	
6345	2016	LOC003	UNI1988	BAT001	TYP019	CAN003	328.0	303.0	
6346	2016	LOC003	UNI1988	BAT014	TYP019	CAN004	319.0	318.0	
6347	2016	LOC003	UNI1988	BAT014	TYP019	CAN003	340.0	322.0	
6348	2016	LOC002	UNI1988	BAT001	TYP019	CAN004		221.0	
6349	2016	LOC003	UNI1986	BAT007	TYP019	CAN003	386.0		379.0
6350	2016	LOC003	UNI1986	BAT007	TYP019	CAN004	359.0		353.0
6351	2016	LOC002	UNI1986	BAT001	TYP019	CAN004		300.0	
6352	2016	LOC003	UNI1996	BAT007	TYP019	CAN003	390.0		379.0
6353	2016	LOC003	UNI1996	BAT007	TYP019	CAN004	355.0		353.0
6354	2016	LOC002	UNI1996	BAT008	TYP019	CAN003	424.0		400.0
6355	2016	LOC002	UNI1996	BAT008	TYP019	CAN004	351.0		333.0
6356	2016	LOC002	UNI1996	BAT001	TYP019	CAN004		289.0	
6357	2016	LOC003	UNI0689	BAT007	TYP019	CAN003	378.0		379.0
6358	2016	LOC003	UNI0689	BAT007	TYP019	CAN004	345.0		353.0
6359	2016	LOC003	UNI0673	BAT007	TYP019	CAN003	388.0		379.0
6360	2016	LOC003	UNI0673	BAT007	TYP019	CAN004	354.0		353.0
6361	2016	LOC002	UNI0673	BAT008	TYP019	CAN003	425.0		400.0
6362	2016	LOC002	UNI0673	BAT008	TYP019	CAN004	349.0		333.0
6363	2016	LOC002	UNI0673	BAT001	TYP019	CAN003		237.0	
6364	2016	LOC002	UNI0673	BAT001	TYP019	CAN004		218.0	
6365	2016	LOC003	UNI1490	BAT008	TYP019	CAN004		354.0	380.0
6366	2016	LOC003	UNI1490	BAT008	TYP019	CAN003		380.0	415.0
6367	2016	LOC001	UNI1490	BAT008	TYP019	CAN003		390.0	460.0
6368	2016	LOC001	UNI1490	BAT008	TYP019	CAN004		364.0	424.0
6369	2016	LOC003	UNI1490	BAT007	TYP019	CAN003	406.0		379.0
6370	2016	LOC003	UNI1490	BAT007	TYP019	CAN004	349.0		353.0
6371	2016	LOC002	UNI1600	BAT008	TYP019	CAN004	349.0	333.0	333.0
6372	2016	LOC003	UNI1600	BAT007	TYP019	CAN003	392.0	389.0	379.0
6373	2016	LOC001	UNI1600	BAT007	TYP019	CAN004	364.0	344.0	336.0
6374	2016	LOC001	UNI1600	BAT007	TYP019	CAN003	348.0	339.0	320.0
6375	2016	LOC002	UNI1600	BAT008	TYP019	CAN003	431.0	402.0	400.0
6376	2016	LOC003	UNI1600	BAT007	TYP019	CAN004	364.0	360.0	353.0
6377	2016	LOC003	UNI1991	BAT007	TYP019	CAN003	400.0		379.0
6378	2016	LOC003	UNI1991	BAT007	TYP019	CAN004	360.0		353.0
6379	2016	LOC002	UNI1991	BAT008	TYP019	CAN003	430.0		400.0
6380	2016	LOC002	UNI1991	BAT008	TYP019	CAN004	365.0		333.0
6381	2016	LOC001	UNI0703	BAT007	TYP019	CAN004	404.0	396.0	336.0
6382	2016	LOC001	UNI0703	BAT007	TYP019	CAN003	430.0	420.0	320.0
6383	2016	LOC003	UNI0110	BAT007	TYP019	CAN003	395.0		379.0
6384	2016	LOC003	UNI0110	BAT007	TYP019	CAN004	354.0		353.0
6385	2016	LOC002	UNI0110	BAT008	TYP019	CAN003	418.0		400.0
6386	2016	LOC002	UNI0110	BAT008	TYP019	CAN004	344.0		333.0
6387	2016	LOC003	UNI0663	BAT001	TYP019	CAN003		358.0	
6388	2016	LOC003	UNI0663	BAT001	TYP019	CAN004		338.0	
6389	2016	LOC003	UNI0685	BAT001	TYP019	CAN003	280.0	269.0	
6390	2016	LOC003	UNI0685	BAT001	TYP019	CAN004	347.0	347.0	
6391	2016	LOC003	UNI1985	BAT007	TYP019	CAN003	380.0	379.0	379.0
6392	2016	LOC003	UNI1985	BAT007	TYP019	CAN004		353.0	353.0
6393	2016	LOC003	UNI2066	BAT007	TYP019	CAN003	380.0		379.0
6394	2016	LOC001	UNI0702	BAT007	TYP019	CAN003	399.0	385.0	320.0
6395	2016	LOC001	UNI1261	BAT007	TYP019	CAN004		354.0	336.0
6396	2016	LOC001	UNI1261	BAT007	TYP019	CAN003		363.0	320.0
6397	2016	LOC003	UNI0684	BAT008	TYP019	CAN004	476.0	472.0	380.0
6398	2016	LOC002	UNI0684	BAT008	TYP019	CAN004	526.0	510.0	333.0
6399	2016	LOC001	UNI0684	BAT008	TYP019	CAN003	503.0	495.0	460.0
6400	2016	LOC002	UNI0684	BAT008	TYP019	CAN003	524.0	512.0	400.0
6401	2016	LOC001	UNI0684	BAT008	TYP019	CAN004	494.0		424.0
6402	2016	LOC002	UNI1994	BAT001	TYP019	CAN003	295.0	299.0	
6403	2016	LOC002	UNI1994	BAT001	TYP019	CAN004	235.0	199.0	
6404	2016	LOC002	UNI0263	BAT008	TYP019	CAN003	393.0		400.0
6405	2016	LOC002	UNI1263	BAT001	TYP019	CAN003	293.0	274.0	
6406	2016	LOC002	UNI0688	BAT001	TYP019	CAN003	321.0	364.0	
6407	2016	LOC002	UNI0688	BAT001	TYP019	CAN004		277.0	
6408	2016	LOC002	UNI1630	BAT001	TYP019	CAN004		345.0	
6409	2016	LOC001	UNI0443	BAT005	TYP019	CAN004	607.0	603.0	512.0
6410	2016	LOC002	UNI0679	BAT005	TYP019	CAN004		554.0	502.0
6411	2016	LOC003	UNI0679	BAT005	TYP019	CAN004		490.0	416.0
6412	2016	LOC001	UNI0679	BAT005	TYP019	CAN003		585.0	532.0
6413	2016	LOC002	UNI0679	BAT005	TYP019	CAN003		585.0	545.0
6414	2016	LOC003	UNI0679	BAT005	TYP019	CAN003		504.0	457.0
6415	2016	LOC001	UNI0679	BAT005	TYP019	CAN004		592.0	512.0
6416	2016	LOC003	UNI0829	BAT005	TYP019	CAN004	476.0	422.0	416.0
6417	2016	LOC001	UNI0829	BAT005	TYP019	CAN004	543.0	537.0	512.0
6418	2016	LOC002	UNI0829	BAT005	TYP019	CAN003	565.0		545.0
6419	2016	LOC002	UNI0829	BAT005	TYP019	CAN004	539.0		502.0
6420	2016	LOC003	UNI0850	BAT008	TYP019	CAN004	390.0	380.0	380.0
6421	2016	LOC001	UNI0850	BAT008	TYP019	CAN004	423.0	419.0	424.0
6422	2016	LOC002	UNI0850	BAT008	TYP019	CAN003	514.0	479.0	400.0
6423	2016	LOC002	UNI0850	BAT001	TYP019	CAN003	376.0	332.0	
6424	2016	LOC002	UNI0850	BAT008	TYP019	CAN004	461.0	322.0	333.0
6425	2016	LOC002	UNI0850	BAT001	TYP019	CAN004	320.0	273.0	
6426	2016	LOC002	UNI1003	BAT005	TYP019	CAN003	555.0	548.0	545.0
6427	2016	LOC002	UNI1003	BAT005	TYP019	CAN004	520.0	505.0	502.0
6428	2016	LOC002	UNI1003	BAT008	TYP019	CAN003	522.0	508.0	400.0
6429	2016	LOC002	UNI1003	BAT008	TYP019	CAN004	492.0	476.0	333.0
6430	2016	LOC001	UNI1003	BAT008	TYP019	CAN003	461.0	458.0	460.0
6431	2016	LOC001	UNI1003	BAT008	TYP019	CAN004	445.0	432.0	424.0
6432	2016	LOC002	UNI1003	BAT001	TYP019	CAN003		290.0	
6433	2016	LOC002	UNI1003	BAT001	TYP019	CAN004		279.0	
6434	2016	LOC003	UNI1000	BAT008	TYP019	CAN004	397.0	383.0	380.0
6435	2016	LOC002	UNI1000	BAT008	TYP019	CAN004	476.0	454.0	333.0
6436	2016	LOC001	UNI1000	BAT008	TYP019	CAN004	427.0	423.0	424.0
6437	2016	LOC002	UNI1000	BAT008	TYP019	CAN003	513.0	503.0	400.0
6438	2016	LOC002	UNI1000	BAT005	TYP019	CAN003	559.0	545.0	545.0
6439	2016	LOC002	UNI1000	BAT005	TYP019	CAN004	496.0	460.0	502.0
6440	2016	LOC003	UNI1000	BAT008	TYP019	CAN003	424.0	415.0	415.0
6441	2016	LOC001	UNI1000	BAT008	TYP019	CAN003	461.0	453.0	460.0
6442	2016	LOC002	UNI1000	BAT001	TYP019	CAN003		244.0	
6443	2016	LOC002	UNI1000	BAT001	TYP019	CAN004		253.0	
6444	2016	LOC002	UNI0823	BAT008	TYP019	CAN003		407.0	400.0
6445	2016	LOC002	UNI0823	BAT008	TYP019	CAN004		333.0	333.0
6446	2016	LOC002	UNI0823	BAT005	TYP019	CAN004		532.0	502.0
6447	2016	LOC001	UNI0823	BAT005	TYP019	CAN004	565.0		512.0
6448	2016	LOC002	UNI0823	BAT001	TYP019	CAN003		371.0	
6449	2016	LOC002	UNI0823	BAT001	TYP019	CAN004		313.0	
6450	2016	LOC002	UNI0393	BAT008	TYP019	CAN003	502.0	471.0	400.0
6451	2016	LOC002	UNI0393	BAT014	TYP019	CAN004	465.0	338.0	
6452	2016	LOC002	UNI0393	BAT008	TYP019	CAN004	478.0	438.0	333.0
6453	2016	LOC002	UNI0393	BAT001	TYP019	CAN003	346.0	346.0	
6454	2016	LOC002	UNI0393	BAT001	TYP019	CAN004	324.0	274.0	
6455	2016	LOC002	UNI0818	BAT008	TYP019	CAN003	516.0		400.0
6456	2016	LOC002	UNI0818	BAT005	TYP019	CAN003	553.0		545.0
6457	2016	LOC002	UNI0818	BAT014	TYP019	CAN004	432.0		
6458	2016	LOC002	UNI0818	BAT008	TYP019	CAN004	471.0		333.0
6459	2016	LOC002	UNI0818	BAT005	TYP019	CAN004	536.0		502.0
6460	2016	LOC002	UNI0818	BAT001	TYP019	CAN003		379.0	
6461	2016	LOC002	UNI0818	BAT001	TYP019	CAN004		299.0	
6462	2016	LOC002	UNI0996	BAT008	TYP019	CAN003	488.0		400.0
6463	2016	LOC002	UNI0996	BAT008	TYP019	CAN004	490.0		333.0
6464	2016	LOC002	UNI0996	BAT001	TYP019	CAN003		372.0	
6465	2016	LOC002	UNI0996	BAT001	TYP019	CAN004		289.0	
6466	2016	LOC003	UNI0835	BAT008	TYP019	CAN003	447.0		415.0
6467	2016	LOC003	UNI0835	BAT008	TYP019	CAN004	405.0		380.0
6468	2016	LOC002	UNI0835	BAT008	TYP019	CAN003	490.0		400.0
6469	2016	LOC002	UNI0835	BAT005	TYP019	CAN003	552.0		545.0
6470	2016	LOC002	UNI0835	BAT008	TYP019	CAN004	453.0		333.0
6471	2016	LOC002	UNI0835	BAT005	TYP019	CAN004	516.0		502.0
6472	2016	LOC001	UNI0835	BAT008	TYP019	CAN003	476.0		460.0
6473	2016	LOC001	UNI0835	BAT008	TYP019	CAN004	439.0		424.0
6474	2016	LOC002	UNI0348	BAT008	TYP019	CAN003	522.0		400.0
6475	2016	LOC002	UNI0348	BAT008	TYP019	CAN004	466.0		333.0
6476	2016	LOC001	UNI0348	BAT008	TYP019	CAN003	455.0		460.0
6477	2016	LOC001	UNI0348	BAT008	TYP019	CAN004	428.0		424.0
6478	2016	LOC002	UNI0843	BAT008	TYP019	CAN004		394.0	333.0
6479	2016	LOC002	UNI0843	BAT014	TYP019	CAN002		153.0	
6480	2016	LOC002	UNI0843	BAT001	TYP019	CAN003		318.0	
6481	2016	LOC002	UNI0843	BAT001	TYP019	CAN004		255.0	
6482	2016	LOC002	UNI0843	BAT008	TYP019	CAN003		456.0	400.0
6483	2016	LOC002	UNI0843	BAT014	TYP019	CAN008		220.0	
6484	2016	LOC002	UNI1237	BAT008	TYP019	CAN003	462.0		400.0
6485	2016	LOC002	UNI1237	BAT008	TYP019	CAN004	400.0		333.0
6486	2016	LOC002	UNI1237	BAT001	TYP019	CAN003		325.0	
6487	2016	LOC002	UNI1237	BAT001	TYP019	CAN004		255.0	
6488	2016	LOC002	UNI1501	BAT008	TYP019	CAN003	498.0		400.0
6489	2016	LOC002	UNI1501	BAT008	TYP019	CAN004	432.0		333.0
6490	2016	LOC001	UNI1501	BAT008	TYP019	CAN003	452.0		460.0
6491	2016	LOC001	UNI1501	BAT008	TYP019	CAN004	415.0		424.0
6492	2016	LOC002	UNI1501	BAT001	TYP019	CAN003		361.0	
6493	2016	LOC002	UNI1501	BAT001	TYP019	CAN004		289.0	
6494	2016	LOC002	UNI0859	BAT008	TYP019	CAN003	454.0		400.0
6495	2016	LOC002	UNI0859	BAT008	TYP019	CAN004	443.0		333.0
6496	2016	LOC002	UNI0841	BAT004	TYP019	CAN003	537.0	509.0	
6497	2016	LOC002	UNI0841	BAT004	TYP019	CAN004	500.0	452.0	
6498	2016	LOC002	UNI0841	BAT011	TYP019	CAN004	468.0	432.0	
6499	2016	LOC002	UNI0841	BAT011	TYP019	CAN003	516.0	504.0	
6500	2016	LOC003	UNI0841	BAT008	TYP019	CAN004	391.0	380.0	380.0
6501	2016	LOC002	UNI0841	BAT001	TYP019	CAN004	335.0	302.0	
6502	2016	LOC002	UNI0841	BAT008	TYP019	CAN004	420.0	406.0	333.0
6503	2016	LOC002	UNI0841	BAT014	TYP019	CAN002	327.0	273.0	
6504	2016	LOC002	UNI0841	BAT001	TYP019	CAN003	392.0	358.0	
6505	2016	LOC002	UNI0841	BAT008	TYP019	CAN003	489.0	477.0	400.0
6506	2016	LOC002	UNI0841	BAT005	TYP019	CAN004	482.0	454.0	502.0
6507	2016	LOC002	UNI0841	BAT005	TYP019	CAN003	533.0	513.0	545.0
6508	2016	LOC003	UNI0841	BAT008	TYP019	CAN003	431.0	420.0	415.0
6509	2016	LOC002	UNI0841	BAT014	TYP019	CAN004	420.0	389.0	
6510	2016	LOC002	UNI0841	BAT014	TYP019	CAN003	488.0	455.0	
6511	2016	LOC002	UNI1531	BAT008	TYP019	CAN003	466.0		400.0
6512	2016	LOC002	UNI1531	BAT008	TYP019	CAN004	396.0		333.0
6513	2016	LOC002	UNI1531	BAT001	TYP019	CAN003		339.0	
6514	2016	LOC002	UNI1531	BAT001	TYP019	CAN004		265.0	
6515	2016	LOC002	UNI0840	BAT001	TYP019	CAN004	330.0	298.0	
6516	2016	LOC002	UNI0840	BAT001	TYP019	CAN003	374.0	341.0	
6517	2016	LOC002	UNI0840	BAT014	TYP019	CAN008	490.0	454.0	
6518	2016	LOC002	UNI0821	BAT001	TYP019	CAN003		186.0	
6519	2016	LOC002	UNI0821	BAT001	TYP019	CAN004		180.0	
6520	2016	LOC003	UNI1006	BAT008	TYP019	CAN004	387.0	381.0	380.0
6521	2016	LOC002	UNI1006	BAT001	TYP019	CAN004		245.0	
6522	2016	LOC002	UNI1006	BAT008	TYP019	CAN004	412.0	397.0	333.0
6523	2016	LOC002	UNI1006	BAT001	TYP019	CAN003		323.0	
6524	2016	LOC002	UNI1006	BAT008	TYP019	CAN003	474.0	466.0	400.0
6525	2016	LOC001	UNI1006	BAT008	TYP019	CAN004	417.0	416.0	424.0
6526	2016	LOC003	UNI1006	BAT008	TYP019	CAN003	417.0	416.0	415.0
6527	2016	LOC002	UNI0350	BAT001	TYP019	CAN003		389.0	
6528	2016	LOC002	UNI0350	BAT001	TYP019	CAN004		321.0	
6529	2016	LOC002	UNI0852	BAT008	TYP019	CAN003	454.0		400.0
6530	2016	LOC002	UNI0852	BAT008	TYP019	CAN004	392.0		333.0
6531	2016	LOC002	UNI0852	BAT001	TYP019	CAN003		331.0	
6532	2016	LOC002	UNI0852	BAT001	TYP019	CAN004		282.0	
6533	2016	LOC002	UNI0863	BAT008	TYP019	CAN004	488.0	454.0	333.0
6534	2016	LOC001	UNI0863	BAT008	TYP019	CAN003	477.0	474.0	460.0
6535	2016	LOC001	UNI0863	BAT008	TYP019	CAN004	458.0	446.0	424.0
6536	2016	LOC002	UNI0863	BAT001	TYP019	CAN004	312.0	263.0	
6537	2016	LOC002	UNI0863	BAT014	TYP019	CAN004	305.0	247.0	
6538	2016	LOC002	UNI0863	BAT008	TYP019	CAN003	530.0	509.0	400.0
6539	2016	LOC002	UNI0863	BAT014	TYP019	CAN003	366.0	283.0	
6540	2016	LOC002	UNI0863	BAT001	TYP019	CAN003	356.0	287.0	
6541	2016	LOC002	UNI0347	BAT008	TYP019	CAN003	435.0		400.0
6542	2016	LOC002	UNI0347	BAT008	TYP019	CAN004	372.0		333.0
6543	2016	LOC002	UNI0347	BAT001	TYP019	CAN003		354.0	
6544	2016	LOC002	UNI0347	BAT001	TYP019	CAN004		299.0	
6545	2016	LOC003	UNI0285	BAT008	TYP019	CAN003	420.0		415.0
6546	2016	LOC003	UNI0285	BAT008	TYP019	CAN004	379.0		380.0
6547	2016	LOC002	UNI0285	BAT008	TYP019	CAN004	419.0		333.0
6548	2016	LOC001	UNI0285	BAT008	TYP019	CAN003	455.0		460.0
6549	2016	LOC001	UNI0285	BAT008	TYP019	CAN004	419.0		424.0
6550	2016	LOC002	UNI0285	BAT001	TYP019	CAN003		304.0	
6551	2016	LOC002	UNI0285	BAT001	TYP019	CAN004		266.0	
6552	2016	LOC002	UNI0844	BAT001	TYP019	CAN003		281.0	
6553	2016	LOC002	UNI0844	BAT001	TYP019	CAN004		250.0	
6554	2016	LOC002	UNI0998	BAT001	TYP019	CAN003		368.0	
6555	2016	LOC002	UNI0998	BAT001	TYP019	CAN004		302.0	
6556	2016	LOC002	UNI0857	BAT001	TYP019	CAN003	357.0	327.0	
6557	2016	LOC002	UNI0857	BAT001	TYP019	CAN004	313.0	289.0	
